2023-03-13 10:03:52,430,1,458,14.1400,35059,21,567
2023-05-06 18:23:18,498,1,651,14.3900,35059,15,795
2023-12-20 14:48:52,78,1,788,17.3200,35059,25,78
2023-10-19 02:08:10,367,2,345,20.8800,35059,8,182
2023-09-17 13:05:01,326,2,554,34.1500,35059,12,635
2023-12-07 11:17:35,86,3,713,4.1900,35056,8,625
2023-04-13 12:02:52,135,3,152,9.5000,35056,18,508
2023-10-29 00:37:39,315,4,261,16.8600,35054,32,35
2023-07-02 19:55:31,4,4,581,21.2100,35054,22,452
2023-05-10 20:39:33,112,5,138,13.2400,35050,21,296
2023-12-17 05:45:56,45,5,480,21.2000,35050,8,51
2023-09-08 00:08:29,438,5,58,10.9300,35050,26,577
2023-01-10 05:49:05,188,6,534,10.8300,35049,32,368
2023-09-21 12:44:21,438,6,748,10.9300,35049,2,670
2023-05-10 21:21:33,91,7,581,11.2200,35045,21,294
2023-05-25 23:30:59,207,7,663,32.9500,35045,29,204
2023-06-30 23:53:53,383,8,81,8.1000,35045,6,81
2023-11-21 16:40:00,278,8,8,3.9100,35045,13,728
2023-08-27 11:41:16,436,9,201,24.0000,35044,16,580
2023-01-13 11:44:00,476,9,157,15.2900,35044,6,378
2023-10-12 01:59:39,273,10,206,27.5800,35044,3,429
2023-05-23 09:14:08,272,10,521,25.3900,35044,3,310
2023-08-14 00:31:21,466,10,253,9.9900,35044,22,261
2023-07-04 00:33:59,463,11,663,14.1900,35043,7,730
2023-03-20 04:53:20,138,11,447,28.8200,35043,22,52
2023-01-17 17:21:24,489,12,496,17.6900,35043,30,671
2023-02-04 20:36:22,486,12,360,31.0900,35043,15,536
2023-12-07 13:38:38,89,13,660,31.3300,35042,11,414
2023-07-07 08:59:03,420,13,695,19.1300,35042,7,98
2023-11-01 10:41:02,303,13,404,6.2500,35042,32,105
2023-05-05 12:21:13,332,14,330,18.0900,35041,13,47
2023-06-24 07:12:34,242,14,93,12.0600,35041,13,315
2023-12-31 13:08:59,191,15,645,13.3500,35038,1,41
2023-08-06 16:40:52,394,16,758,16.1500,35034,2,500
2023-10-13 05:56:04,159,16,409,16.3300,35034,9,469
2023-08-02 20:54:55,395,16,786,18.7100,35034,9,286
2023-10-07 22:28:51,219,17,8,20.4300,35033,23,102
2023-09-26 10:21:37,157,17,297,20.8100,35033,19,551
2023-01-12 22:14:17,418,17,507,24.2600,35033,4,39
2023-08-11 08:21:33,439,18,364,32.2200,35031,15,468
2023-10-27 22:29:28,255,19,611,26.9600,35025,8,475
2023-09-16 15:47:12,266,19,110,26.3900,35025,13,795
2023-03-31 21:39:12,205,20,41,5.4700,35021,19,410
2023-11-02 15:37:02,78,20,616,17.3200,35021,20,638
2023-09-26 09:14:49,314,21,51,9.4500,35018,25,317
2023-05-02 11:02:08,149,21,645,33.8700,35018,20,790
2023-05-04 21:51:01,197,22,81,32.9100,35016,22,264
2023-03-22 07:26:58,362,22,119,26.9700,35016,27,76
2023-03-28 12:42:40,147,23,505,5.4100,35005,17,681
2023-03-24 22:38:18,500,23,758,30.0700,35005,4,522
2023-02-27 08:43:34,266,23,520,26.3900,35005,30,1
2023-02-15 01:40:25,258,24,521,29.3100,35001,2,240
2023-10-16 15:24:04,324,24,186,4.7000,35001,12,662
2023-01-07 04:17:47,137,25,503,31.3300,34968,22,224
2023-08-25 15:06:43,205,25,244,5.4700,34968,11,480
2023-06-12 22:36:20,354,26,741,26.6100,34997,31,334
2023-04-19 21:14:59,473,27,5,28.3900,34976,15,635
2023-01-18 04:09:22,167,27,262,16.8500,34976,23,149
2023-11-07 01:14:31,376,27,487,24.8100,34976,14,563
2023-02-25 13:08:31,496,28,317,7.0700,25763,21,722
2023-08-28 12:54:44,119,28,447,4.3500,25763,13,695
2023-01-07 16:58:31,103,29,711,18.6300,25765,1,589
2023-08-14 01:48:24,314,29,747,9.4500,25765,19,219
2023-12-01 10:24:20,198,30,418,32.6100,25766,23,505
2023-04-27 16:30:17,169,30,317,5.3500,25766,5,165
2023-12-31 05:39:39,425,31,244,12.9300,25766,7,618
2023-09-25 03:16:58,468,31,517,9.1900,25766,29,762
2023-09-03 06:49:14,182,31,173,4.4800,25766,26,574
2023-09-24 13:27:37,41,32,610,6.0600,25767,7,291
2023-05-19 03:06:16,143,32,657,12.9500,25767,32,127
2023-10-19 04:42:02,141,32,154,5.5100,25767,1,260
2023-03-28 01:23:26,151,33,244,18.2400,25768,23,694
2023-12-20 13:20:38,369,33,186,25.3800,25768,10,301
2023-07-06 10:18:39,57,33,418,3.2200,25768,25,79
2023-02-16 18:56:00,160,34,64,34.5700,25768,32,614
2023-01-11 22:18:36,89,34,621,31.3300,25768,4,143
2023-11-04 21:34:30,298,35,119,23.8700,25769,32,287
2023-08-04 17:25:20,448,35,404,29.3400,25769,11,113
2023-09-11 02:16:32,79,35,187,4.4700,25769,7,417
2023-12-06 09:28:38,261,36,200,29.9800,25769,28,743
2023-03-05 06:50:39,473,36,512,28.3900,25769,16,172
2023-03-25 03:41:26,213,37,474,19.9900,25770,18,195
2023-02-28 09:03:22,440,37,480,15.1800,25770,7,150
2023-07-07 17:31:58,37,37,602,31.5600,25770,20,4
2023-10-28 06:31:07,237,38,61,3.8200,25770,9,705
2023-06-02 07:32:49,12,38,537,14.7700,25770,24,784
2023-07-31 04:01:41,180,38,486,13.0600,25770,15,685
